# Converted from POSCAR to lammps format

192 atoms
2 atom types

0.000000   13.030194   xlo xhi
0.000000   13.030194   ylo yhi
0.000000   13.030194   zlo zhi

  0.000000    0.000000    0.000000   xy xz yz

Atoms

  86  2   11.022700 2.574250 11.299600
  87  2   5.525280 8.609600 4.474010
  88  2   6.938790 8.949600 5.213190
  89  2   4.337580 5.221260 6.605260
  90  2   5.158870 4.000370 7.025300
  91  2   5.075920 1.211180 6.597150
  92  2   5.941110 0.202384 5.689170
  93  2   7.638490 12.460600 1.052310
  94  2   9.104080 12.479500 0.305798
  95  2   3.966840 6.911760 1.202070
  96  2   4.640730 8.027170 1.823330
  97  2   1.850880 5.328050 11.651800
  98  2   1.017230 4.463440 12.721800
  99  2   0.754370 0.253832 6.396600
 100  2   1.911220 12.598800 5.435180
 101  2   11.000700 5.193780 5.457180
 102  2   10.244300 4.781490 6.700240
 103  2   6.805720 6.014780 4.760650
 104  2   7.301630 4.626480 4.367560
 105  2   6.113680 5.268150 0.797112
 106  2   7.115090 5.554190 1.969790
 107  2   -0.042374 1.772690 4.563440
 108  2   0.797371 1.955350 3.310960
 109  2   6.107300 6.594050 7.624680
 110  2   7.512580 6.578300 7.950060
 111  2   3.959800 11.457900 9.795020
 112  2   5.431300 10.856500 10.113500
 113  2   5.061580 2.765520 2.942900
 114  2   4.851210 2.883450 1.419130
 115  2   11.719900 2.019250 6.978090
 116  2   10.981200 0.948956 6.064050
 117  2   1.915970 5.537790 4.086890
 118  2   0.876143 4.732720 4.857740
 119  2   2.163580 12.602000 2.707810
 120  2   1.730700 11.252100 3.368600
 121  2   7.446000 6.983540 12.319200
 122  2   8.434110 6.712450 11.013900
 123  2   11.917700 3.397400 0.319762
 124  2   -0.201007 2.299560 -0.269968
 125  2   -0.062038 6.342910 11.606400
 126  2   11.569600 6.044330 11.121400
 127  2   7.402850 2.663490 3.372640
 128  2   6.543530 2.347570 4.651660
 129  2   10.590200 8.333570 1.900640
 130  2   10.490000 7.325380 2.992180
 131  2   1.816650 5.939490 9.011240
 132  2   1.111300 4.588870 9.313690
 133  2   12.317200 8.661180 8.738790
 134  2   11.655500 7.972310 10.060700
 135  2   10.323700 2.570840 2.227710
 136  2   11.798100 2.920030 2.642810
 137  2   11.552500 9.660460 5.686760
 138  2   10.777000 9.416640 4.389210
 139  2   9.726160 6.671700 8.790620
 140  2   9.247710 5.313240 8.807500
 141  2   12.406100 4.207620 7.894750
 142  2   12.070000 3.245470 9.123370
 143  2   5.012200 4.997810 12.224800
 144  2   3.578270 4.587620 -0.276954
 145  2   8.060690 4.709220 -0.030793
 146  2   9.056380 3.623510 0.462512
 147  2   0.867208 7.655200 4.359380
 148  2   0.863801 9.140430 3.943100
 149  2   10.447800 12.011500 11.879800
 150  2   10.826400 10.757900 12.710900
 151  2   2.883670 9.310570 0.704873
 152  2   2.081920 9.849080 12.557500
 153  2   3.756140 2.503360 12.209600
 154  2   2.732000 2.600380 11.137300
 155  2   6.764210 11.339200 5.180400
 156  2   6.423440 11.854700 3.734040
 157  2   7.051120 8.267220 2.953830
 158  2   8.484530 8.533720 2.401200
 159  2   11.443900 12.555300 1.470930
 160  2   12.598300 0.217638 2.246630
 161  2   9.334430 5.663670 4.046240
 162  2   10.434600 4.709370 3.207280
 163  2   4.748270 11.997600 12.398100
 164  2   3.829280 11.572000 0.567955
 165  2   1.711750 0.706650 11.534700
 166  2   0.558419 -0.282956 11.616200
 167  2   5.370610 6.110650 10.088100
 168  2   5.863590 4.767830 9.886890
 169  2   6.916190 10.410100 1.918470
 170  2   5.883260 11.333800 1.071290
 171  2   1.108770 10.331000 1.781430
 172  2   -0.165600 10.675500 2.466360
 173  2   7.812080 3.880010 7.501910
 174  2   8.120700 4.862780 6.291870
 175  2   5.122170 8.910350 8.379240
 176  2   4.706820 9.474290 6.885340
 177  2   0.420144 8.277990 6.587080
 178  2   12.209800 7.372530 6.809830
 179  2   -0.144516 9.941370 10.723500
 180  2   1.115810 10.757900 10.328700
 181  2   3.397320 7.294100 7.313170
 182  2   2.168150 6.387130 6.752490
 183  2   2.946670 9.048550 4.917770
 184  2   3.724490 10.148900 4.123950
 185  2   6.510300 1.220580 11.073000
 186  2   6.056150 0.059993 10.107500
 187  2   4.427400 2.727040 9.013360
 188  2   3.434450 3.880650 9.219000
 189  2   3.086020 4.550270 2.364200
 190  2   2.269370 5.764280 1.813940
 191  2   8.180130 9.827510 6.913010
 192  2   9.097560 10.144800 5.690050

Masses

1 15.994915
2 1.007825

